institution_type,refPeriod,template_id,template_title,n_peer,n_offengelegt,quote_peer,band,art_432_2
Other highest EEA,2025-06-30,29.00,EU CR9 –IRB approach – Back-testing of PD per exposure class (fixed PD scale),36,0,0.0,untypisch,
Other highest EEA,2025-06-30,29.01,EU CR9.1 –IRB approach – Back-testing of PD per exposure class (only for PD estimates according to point (f) of Article 180(1) CRR) (I),36,0,0.0,untypisch,
Other highest EEA,2025-06-30,29.02,EU CR10 –  Specialised lending and equity exposures under the simple riskweighted approach,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,60.00,EU OV1 – Overview of total risk exposure amounts (I),36,3,0.0833,untypisch,
Other highest EEA,2025-06-30,61.00,EU KM1 - Key metrics template,36,36,1.0,erwartbar,
Other highest EEA,2025-06-30,62.01,EU INS1 - Insurance participations,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,62.02,EU INS2 - Financial conglomerates information on own funds and capital adequacy ratio,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,63.01,EU CMS1 – Comparison of modelled and standardised risk weighted exposure amounts at risk level,36,3,0.0833,untypisch,
Other highest EEA,2025-06-30,63.02,EU CMS2 – Comparison of modelled and standardised risk weighted exposure amounts for credit risk at asset class level,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,64.01,EU LI1 - Differences between the accounting scope and the scope of prudential consolidation and mapping of financial statement categories with regulatory risk categories,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,64.02,EU LI3 - Outline of the differences in the scopes of consolidation (entity by entity),36,0,0.0,untypisch,
Other highest EEA,2025-06-30,64.03,EU LI2 - Main sources of differences between regulatory exposure amounts and carrying values in financial statements,36,0,0.0,untypisch,
Other highest EEA,2025-06-30,65.00,EU PV1: Prudent valuation adjustments (PVA),36,0,0.0,untypisch,
Other highest EEA,2025-06-30,66.01,EU CC1 - Composition of regulatory own funds,36,2,0.0556,untypisch,Art. 437 Eigenmittel (CC1)
Other highest EEA,2025-06-30,66.02,EU CC2 - reconciliation of regulatory own funds to balance sheet in the audited financial statements,36,2,0.0556,untypisch,Art. 437 Eigenmittel (CC2)
Other highest EEA,2025-06-30,67.01,EU CCyB1 - Geographical distribution of credit exposures relevant for the calculation of the countercyclical buffer,36,2,0.0556,untypisch,
Other highest EEA,2025-06-30,67.02,EU CCyB2 - Amount of institution-specific countercyclical capital buffer,36,2,0.0556,untypisch,
Other highest EEA,2025-06-30,70.00,EU LR1 - LRSum: Summary reconciliation of accounting assets and leverage ratio exposures,36,2,0.0556,untypisch,
Other highest EEA,2025-06-30,71.00,EU LR2 - LRCom: Leverage ratio common disclosure,36,2,0.0556,untypisch,
Other highest EEA,2025-06-30,72.00,"EU LR3 - LRSpl: Split-up of on balance sheet exposures (excluding derivatives, SFTs and exempted exposures)",36,2,0.0556,untypisch,
Other highest EEA,2025-06-30,73.00,EU LIQ1 - Quantitative information of LCR,36,1,0.0278,untypisch,
Other highest EEA,2025-06-30,74.00,EU LIQ2: Net Stable Funding Ratio,36,1,0.0278,untypisch,
Other highest EEA,2025-12-31,00.01,Accompanying narrative FINDIS,208,83,0.399,uneinheitlich,
Other highest EEA,2025-12-31,00.02,Accompanying narrative CONDIS,217,93,0.4286,uneinheitlich,
Other highest EEA,2025-12-31,00.04,Accompanying narrative IRRBBDIS,80,27,0.3375,uneinheitlich,
Other highest EEA,2025-12-31,00.05,Accompanying narrative MREL/TLACDIS,76,43,0.5658,uneinheitlich,
Other highest EEA,2025-12-31,01.00,EU CAE1 – Exposures to crypto-assets,217,18,0.0829,untypisch,
Other highest EEA,2025-12-31,02.00,EU CCR1 – Analysis of CCR exposure by approach,217,75,0.3456,uneinheitlich,
Other highest EEA,2025-12-31,03.00,EU CCR3 – Standardised approach – CCR exposures by regulatory exposure class and risk weights,217,73,0.3364,uneinheitlich,
Other highest EEA,2025-12-31,04.00,EU CCR4 – IRB approach – CCR exposures by exposure class and PD scale (I),217,13,0.0599,untypisch,
Other highest EEA,2025-12-31,05.00,EU CCR5 – Composition of collateral for CCR exposures (I),217,55,0.2535,uneinheitlich,
Other highest EEA,2025-12-31,06.00,EU CCR6 – Credit derivatives exposures,217,23,0.106,untypisch,
Other highest EEA,2025-12-31,07.00,EU CCR7 – RWEA flow statements of CCR exposures under the IMM,217,15,0.0691,untypisch,
Other highest EEA,2025-12-31,08.00,EU CCR8 – Exposures to CCPs,217,44,0.2028,uneinheitlich,
Other highest EEA,2025-12-31,09.01,EU-SEC1 - Securitisation exposures in the non-trading book,217,30,0.1382,untypisch,
Other highest EEA,2025-12-31,09.02,EU-SEC2 - Securitisation exposures in the trading book,217,15,0.0691,untypisch,
Other highest EEA,2025-12-31,09.03,EU-SEC3 - Securitisation exposures in the non-trading book and associated regulatory capital requirements - institution acting as originator or as sponsor,217,23,0.106,untypisch,
Other highest EEA,2025-12-31,09.04,EU-SEC4 - Securitisation exposures in the non-trading book and associated regulatory capital requirements - institution acting as investor,217,23,0.106,untypisch,
Other highest EEA,2025-12-31,09.05,EU-SEC5 - Exposures securitised by the institution - Exposures in default and specific credit risk adjustments,217,24,0.1106,untypisch,
Other highest EEA,2025-12-31,10.00,EU MR1 - Market risk under the standardised approach,217,59,0.2719,uneinheitlich,
Other highest EEA,2025-12-31,11.00,EU MR2-A - Market risk under the internal Model Approach (IMA) - RWEA,217,15,0.0691,untypisch,
Other highest EEA,2025-12-31,12.00,EU MR2-B - RWA flow statements of market risk exposures under the IMA,217,15,0.0691,untypisch,
Other highest EEA,2025-12-31,13.00,EU MR3 - IMA values for trading portfolios,217,15,0.0691,untypisch,
Other highest EEA,2025-12-31,18.01,EU CVA 1 – Credit valuation adjustment risk under the Reduced Basic Approach - OFR components,217,51,0.235,uneinheitlich,
Other highest EEA,2025-12-31,18.02,EU CVA 2 – Credit valuation adjustment risk under the Full Basic Approach - OFRs,217,20,0.0922,untypisch,
Other highest EEA,2025-12-31,18.03,EU CVA3 – Credit valuation adjustment risk under the Standardised Approach,217,16,0.0737,untypisch,
Other highest EEA,2025-12-31,18.04,EU CVA4 – RWEA flow statements of credit valuation adjustment risk under the Standardised Approach,217,65,0.2995,uneinheitlich,
Other highest EEA,2025-12-31,19.01,EU OR1 -Operational risk losses,217,33,0.1521,untypisch,
Other highest EEA,2025-12-31,19.02,"EU OR2 - Business Indicator, components and subcomponents",217,76,0.3502,uneinheitlich,
Other highest EEA,2025-12-31,19.03,EU OR3 - Operational risk own funds requirements and risk exposure amounts,217,88,0.4055,uneinheitlich,
Other highest EEA,2025-12-31,20.01,EU AE1 - Encumbered and unencumbered assets,208,80,0.3846,uneinheitlich,
Other highest EEA,2025-12-31,20.02,EU AE2 - Collateral received and own debt securities issued,208,75,0.3606,uneinheitlich,
Other highest EEA,2025-12-31,20.03,EU AE3 - Sources   of  encumbrance,208,70,0.3365,uneinheitlich,
Other highest EEA,2025-12-31,21.01,EU CR1: Performing and non-performing exposures and related provisions,208,201,0.9663,erwartbar,
Other highest EEA,2025-12-31,21.02,EU CR1-A: Maturity of exposures,208,70,0.3365,uneinheitlich,
Other highest EEA,2025-12-31,22.01,EU CR2: Changes in the stock of non-performing loans and advances,208,61,0.2933,uneinheitlich,
Other highest EEA,2025-12-31,22.02,EU CR2a: Changes in the stock of non-performing loans and advances and related net accumulated recoveries,208,31,0.149,untypisch,
Other highest EEA,2025-12-31,23.00,EU CR3 –  CRM techniques overview:  Disclosure of the use of credit risk mitigation techniques,217,78,0.3594,uneinheitlich,
Other highest EEA,2025-12-31,24.00,EU CR4 – standardised approach – Credit risk exposure and CRM effects,217,87,0.4009,uneinheitlich,
Other highest EEA,2025-12-31,25.00,EU CR5 – standardised approach,217,85,0.3917,uneinheitlich,
Other highest EEA,2025-12-31,26.00,EU CR6 – IRB approach – Credit risk exposures by exposure class and PD range (I),217,24,0.1106,untypisch,
Other highest EEA,2025-12-31,26.01,EU CR6-A – Scope of the use of IRB and SA approaches,217,25,0.1152,untypisch,
Other highest EEA,2025-12-31,27.01,EU CR7 – IRB approach – Effect on the RWEAs of credit derivatives used as CRM techniques,217,22,0.1014,untypisch,
Other highest EEA,2025-12-31,27.02,EU CR7-A – IRB approach – Disclosure of the extent of the use of CRM techniques,217,27,0.1244,untypisch,
Other highest EEA,2025-12-31,28.00,EU CR8 –  RWEA flow statements of credit risk exposures under the IRB approach,217,28,0.129,untypisch,
Other highest EEA,2025-12-31,29.00,EU CR9 –IRB approach – Back-testing of PD per exposure class (fixed PD scale),217,21,0.0968,untypisch,
Other highest EEA,2025-12-31,29.01,EU CR9.1 –IRB approach – Back-testing of PD per exposure class (only for PD estimates according to point (f) of Article 180(1) CRR) (I),217,9,0.0415,untypisch,
Other highest EEA,2025-12-31,29.02,EU CR10 –  Specialised lending and equity exposures under the simple riskweighted approach,217,37,0.1705,untypisch,
Other highest EEA,2025-12-31,30.01,EU REM1 - Remuneration awarded for the financial year,184,180,0.9783,erwartbar,Art. 450 Vergütung (REM1)
Other highest EEA,2025-12-31,30.02,EU REM2 - Special payments  to staff whose professional activities have a material impact on institutions’ risk profile (identified staff),184,109,0.5924,uneinheitlich,Art. 450 Vergütung (REM2)
Other highest EEA,2025-12-31,30.03,EU REM3 - Deferred remuneration,184,124,0.6739,uneinheitlich,Art. 450 Vergütung (REM3)
Other highest EEA,2025-12-31,30.04,EU REM4 - Remuneration of 1 million EUR or more per year,184,84,0.4565,uneinheitlich,Art. 450 Vergütung (REM4)
Other highest EEA,2025-12-31,30.05,EU REM5 - Information on remuneration of staff whose professional activities have a material impact on institutions’ risk profile (identified staff) (I),184,91,0.4946,uneinheitlich,Art. 450 Vergütung (REM5)
Other highest EEA,2025-12-31,60.00,EU OV1 – Overview of total risk exposure amounts (I),217,215,0.9908,erwartbar,
Other highest EEA,2025-12-31,61.00,EU KM1 - Key metrics template,217,215,0.9908,erwartbar,
Other highest EEA,2025-12-31,62.01,EU INS1 - Insurance participations,217,22,0.1014,untypisch,
Other highest EEA,2025-12-31,62.02,EU INS2 - Financial conglomerates information on own funds and capital adequacy ratio,217,19,0.0876,untypisch,
Other highest EEA,2025-12-31,63.01,EU CMS1 – Comparison of modelled and standardised risk weighted exposure amounts at risk level,217,84,0.3871,uneinheitlich,
Other highest EEA,2025-12-31,63.02,EU CMS2 – Comparison of modelled and standardised risk weighted exposure amounts for credit risk at asset class level,217,77,0.3548,uneinheitlich,
Other highest EEA,2025-12-31,64.01,EU LI1 - Differences between the accounting scope and the scope of prudential consolidation and mapping of financial statement categories with regulatory risk categories,217,56,0.2581,uneinheitlich,
Other highest EEA,2025-12-31,64.02,EU LI3 - Outline of the differences in the scopes of consolidation (entity by entity),217,50,0.2304,uneinheitlich,
Other highest EEA,2025-12-31,64.03,EU LI2 - Main sources of differences between regulatory exposure amounts and carrying values in financial statements,217,58,0.2673,uneinheitlich,
Other highest EEA,2025-12-31,65.00,EU PV1: Prudent valuation adjustments (PVA),217,34,0.1567,untypisch,
Other highest EEA,2025-12-31,66.01,EU CC1 - Composition of regulatory own funds,217,213,0.9816,erwartbar,Art. 437 Eigenmittel (CC1)
Other highest EEA,2025-12-31,66.02,EU CC2 - reconciliation of regulatory own funds to balance sheet in the audited financial statements,217,189,0.871,erwartbar,Art. 437 Eigenmittel (CC2)
Other highest EEA,2025-12-31,67.01,EU CCyB1 - Geographical distribution of credit exposures relevant for the calculation of the countercyclical buffer,217,80,0.3687,uneinheitlich,
Other highest EEA,2025-12-31,67.02,EU CCyB2 - Amount of institution-specific countercyclical capital buffer,217,83,0.3825,uneinheitlich,
Other highest EEA,2025-12-31,68.00,EU IRRBB1 - Interest rate risks of non-trading book activities,80,74,0.925,erwartbar,
Other highest EEA,2025-12-31,70.00,EU LR1 - LRSum: Summary reconciliation of accounting assets and leverage ratio exposures,217,84,0.3871,uneinheitlich,
Other highest EEA,2025-12-31,71.00,EU LR2 - LRCom: Leverage ratio common disclosure,217,84,0.3871,uneinheitlich,
Other highest EEA,2025-12-31,72.00,"EU LR3 - LRSpl: Split-up of on balance sheet exposures (excluding derivatives, SFTs and exempted exposures)",217,83,0.3825,uneinheitlich,
Other highest EEA,2025-12-31,73.00,EU LIQ1 - Quantitative information of LCR,217,80,0.3687,uneinheitlich,
Other highest EEA,2025-12-31,74.00,EU LIQ2: Net Stable Funding Ratio,217,81,0.3733,uneinheitlich,
Other highest EEA,2025-12-31,80.00,EU CQ1: Credit quality of forborne exposures,208,181,0.8702,erwartbar,
Other highest EEA,2025-12-31,81.00,EU CQ2: Quality of forbearance,208,25,0.1202,untypisch,
Other highest EEA,2025-12-31,82.00,EU CQ3: Credit quality of performing and non-performing exposures by past due days,208,200,0.9615,erwartbar,
Other highest EEA,2025-12-31,83.01,EU CQ4: Quality of non-performing exposures by geography,208,59,0.2837,uneinheitlich,
Other highest EEA,2025-12-31,84.01,EU CQ5: Credit quality of loans and advances by industry,208,69,0.3317,uneinheitlich,
Other highest EEA,2025-12-31,85.00,EU CQ6: Collateral valuation - loans and advances,208,28,0.1346,untypisch,
Other highest EEA,2025-12-31,86.00,EU CQ7: Collateral obtained by taking possession and execution processes,208,117,0.5625,uneinheitlich,
Other highest EEA,2025-12-31,87.00,EU CQ8: Collateral obtained by taking possession and execution processes – vintage breakdown,208,20,0.0962,untypisch,
Other highest EEA,2025-12-31,90.01,"EU KM2 - Key metrics - MREL and, where applicable, G-SII requirement for own funds and eligible liabilities",76,66,0.8684,erwartbar,
Other highest EEA,2025-12-31,91.00,"EU TLAC1 - Composition - MREL and, where applicable, G-SII requirement for own funds and eligible liabilities",76,65,0.8553,erwartbar,
Other highest EEA,2025-12-31,93.00,"EU ILAC - Internal loss absorbing capacity: internal MREL and, where applicable, requirement for own funds and eligible liabilities for non-EU G-SIIs",76,21,0.2763,uneinheitlich,
Other highest EEA,2025-12-31,95.00,EU TLAC2a - Creditor ranking - Entity that is not a resolution entity,76,16,0.2105,uneinheitlich,
Other highest EEA,2025-12-31,96.00,EU TLAC2b: Creditor ranking - Entity that is not a resolution entity,76,17,0.2237,uneinheitlich,
Other highest EEA,2025-12-31,97.00,EU TLAC3a - creditor ranking - resolution entity,76,33,0.4342,uneinheitlich,
Other highest EEA,2025-12-31,98.00,EU TLAC3b: creditor ranking - resolution entity,76,46,0.6053,uneinheitlich,
